Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
2060,Finance,39,41450,1,59,63,No
2061,Marketing,34,39908,3,51,66,No
2062,IT,35,82275,12,48,100,Yes
2063,Marketing,49,69358,4,50,74,No
2064,HR,39,74047,9,55,83,Yes
2065,Finance,49,60518,11,34,76,No
2066,IT,48,82813,6,46,64,No
2067,Sales,53,31806,4,32,52,No
2068,Operations,30,65891,1,48,50,No
2069,IT,53,108551,8,30,47,No
2070,Sales,41,64220,14,58,100,Yes
2071,Operations,49,42158,11,52,87,Yes
2072,Operations,54,105992,2,30,40,No
2073,IT,25,52588,11,52,100,Yes
2074,Marketing,55,87576,11,49,96,Yes
2075,Marketing,24,113027,8,38,84,Yes
2076,Operations,47,49188,6,52,71,No
2077,Marketing,29,117615,8,34,75,No
2078,HR,27,83830,6,36,44,No
2079,Operations,37,29019,5,54,90,No
2080,Operations,45,37419,5,55,80,No
2081,Sales,51,58697,14,35,89,Yes
2082,Marketing,34,109932,14,46,100,Yes
2083,Operations,26,32973,10,51,100,Yes
2084,HR,46,111649,10,46,86,Yes
2085,Sales,41,36136,11,42,94,Yes
2086,IT,39,109739,8,41,75,No
2087,Operations,39,87502,7,33,60,No
2088,HR,23,56285,8,59,90,Yes
2089,Finance,31,48039,12,37,90,Yes
2090,HR,33,91720,8,34,68,No
2091,HR,34,113263,7,60,91,Yes
2092,Sales,32,84155,2,34,39,No
2093,IT,40,41911,11,42,100,Yes
2094,Finance,56,25916,9,55,100,Yes
2095,Marketing,47,84052,13,40,89,Yes
2096,Marketing,35,94110,7,37,66,No
2097,HR,45,42790,12,37,100,Yes
2098,Sales,22,108161,11,30,87,Yes
2099,Sales,43,30206,6,42,75,No
2100,Marketing,44,110053,9,58,100,Yes
2101,Finance,40,74950,13,34,96,Yes
2102,IT,39,81361,1,57,61,No
2103,Finance,33,86451,11,50,100,Yes
2104,Operations,49,62696,2,37,55,No
2105,Operations,49,106641,13,46,100,Yes
2106,IT,54,93226,1,52,55,No
2107,Marketing,40,71728,10,52,100,Yes
2108,IT,49,80401,12,42,98,Yes
2109,Sales,58,91226,3,38,52,No
2110,Operations,47,50103,11,31,82,Yes
2111,HR,56,59263,5,60,84,No
2112,HR,55,101621,1,48,49,No
2113,Marketing,56,75044,4,49,63,No
2114,Sales,37,82730,14,46,100,Yes
2115,Finance,59,50825,13,60,100,Yes
2116,Sales,34,101256,8,36,86,Yes
2117,HR,44,62271,6,59,95,No
2118,HR,43,102256,13,55,100,Yes
2119,Operations,37,71732,1,32,32,No
2120,Sales,49,91433,12,48,100,Yes
2121,Sales,56,107630,1,48,37,No
2122,HR,29,48572,3,53,70,No
2123,Finance,43,63546,14,38,100,Yes
2124,Marketing,42,40150,10,39,100,Yes
2125,Marketing,47,79165,8,58,94,Yes
2126,Sales,42,88690,11,43,90,Yes
2127,Marketing,46,78664,11,47,93,Yes
2128,HR,22,107335,14,55,100,Yes
2129,HR,27,100199,8,44,89,Yes
2130,Sales,44,61948,13,55,100,Yes
2131,Sales,44,62030,3,30,74,No
2132,Operations,44,52007,7,59,81,Yes
2133,Sales,53,116207,12,54,100,Yes
2134,Finance,51,115921,3,35,43,No
2135,Marketing,34,101772,4,59,82,No
2136,Sales,39,47024,9,44,100,Yes
2137,IT,44,64384,13,54,100,Yes
2138,Operations,36,107912,4,35,42,No
2139,IT,54,43157,3,47,68,No
2140,HR,42,110481,5,30,33,No
2141,Marketing,44,113553,7,59,70,No
2142,Sales,48,26756,5,53,75,No
2143,IT,39,93112,4,32,58,No
2144,Marketing,45,116003,8,46,89,Yes
2145,HR,28,83051,4,60,99,No
2146,Finance,41,89595,2,45,56,No
2147,Operations,48,103210,10,37,85,Yes
2148,Marketing,27,68094,13,57,100,Yes
2149,Marketing,48,112889,14,46,100,Yes
2150,Finance,30,29535,6,37,70,No
2151,Marketing,52,81035,2,46,60,No
2152,HR,42,72367,3,54,59,No
2153,HR,47,42118,1,59,67,No
2154,Finance,34,84812,5,38,84,No
2155,Operations,44,84884,9,41,97,Yes
2156,Sales,41,91168,2,58,59,No
2157,IT,58,38280,12,54,100,Yes
2158,Sales,49,39746,7,48,89,Yes
2159,Marketing,38,78251,5,33,62,No
2160,IT,49,109821,2,50,59,No
2161,Finance,23,108583,8,51,97,Yes
2162,Finance,46,35207,11,54,100,Yes
2163,Operations,27,96127,13,58,100,Yes
2164,IT,32,52757,13,40,100,Yes
2165,HR,59,41226,6,57,96,No
2166,IT,27,86407,4,33,61,No
2167,Marketing,32,52206,13,43,100,Yes
2168,HR,35,45256,4,43,47,No
2169,Finance,23,58822,2,35,45,No
2170,IT,24,66340,3,58,65,No
2171,Sales,56,77234,7,46,76,No
2172,Operations,54,68351,3,31,44,No
2173,Sales,45,73671,13,37,91,Yes
2174,Operations,40,100320,5,33,41,No
2175,Marketing,39,60157,10,39,91,Yes
2176,Sales,45,44937,6,36,66,No
2177,IT,56,79290,6,33,62,No
2178,IT,22,71707,14,45,100,Yes
2179,Sales,57,36219,4,43,56,No
2180,IT,46,34399,6,45,78,No
2181,Marketing,55,52657,3,54,82,No
2182,HR,46,45047,7,38,70,No
2183,Marketing,37,101095,7,33,86,Yes
2184,Operations,55,110693,4,58,78,No
2185,Marketing,50,97154,2,60,61,No
2186,Operations,40,69891,11,53,100,Yes
2187,IT,44,31780,7,35,68,No
2188,HR,40,52050,3,30,55,No
2189,IT,46,98551,1,60,69,No
2190,Finance,37,93666,2,36,42,No
2191,IT,30,118619,10,30,95,Yes
2192,Operations,22,107016,9,48,88,Yes
2193,IT,40,78010,12,37,75,No
2194,IT,54,63165,8,60,100,Yes
2195,HR,55,36528,14,54,100,Yes
2196,IT,37,74608,6,32,74,No
2197,HR,39,30914,14,30,91,Yes
2198,Sales,55,62136,6,30,57,No
2199,Finance,46,36179,14,36,100,Yes
2200,HR,27,111008,1,50,64,No
2201,Operations,42,37076,2,42,58,No
2202,Sales,27,49783,4,59,81,No
2203,HR,53,71716,3,30,47,No
2204,HR,52,75298,14,45,100,Yes
2205,Finance,31,79304,1,51,63,No
2206,Operations,51,104360,8,59,100,Yes
2207,Marketing,39,94835,7,51,100,Yes
2208,Marketing,45,33118,4,43,67,No
2209,HR,30,101292,12,33,99,Yes
2210,IT,52,81911,12,52,100,Yes
2211,Operations,36,98489,9,52,90,Yes
2212,Sales,25,40185,11,41,100,Yes
2213,IT,30,66792,14,54,100,Yes
2214,IT,30,105210,4,41,59,No
2215,Operations,47,75613,1,46,49,No
2216,HR,25,58927,10,50,99,Yes
2217,HR,38,25386,1,44,44,No
2218,HR,37,117153,1,39,46,No
2219,HR,36,97728,1,32,36,No
2220,Marketing,56,101281,4,52,70,No
2221,HR,26,55020,1,49,58,No
2222,Marketing,26,67678,2,49,59,No
2223,Marketing,41,111695,4,58,72,No
2224,HR,36,86394,7,41,68,No
2225,Finance,39,93945,2,30,40,No
2226,Sales,23,81414,8,30,62,No
2227,IT,50,79816,13,39,95,Yes
2228,Marketing,34,80918,7,47,73,No
2229,Operations,25,116281,9,44,91,Yes
2230,Operations,31,87694,14,31,100,Yes
2231,Sales,52,54455,6,46,79,No
2232,Operations,29,63735,4,37,65,No
2233,Finance,24,119702,6,51,80,No
2234,Operations,30,118608,4,51,72,No
2235,IT,51,37109,7,55,100,Yes
2236,IT,32,70802,9,55,100,Yes
2237,Marketing,56,93020,3,38,62,No
2238,HR,58,59622,3,50,62,No
2239,Finance,34,27597,2,60,69,No
2240,Marketing,57,65597,1,49,58,No
2241,Finance,34,65954,14,60,100,Yes
2242,HR,33,94519,1,40,21,No
2243,Operations,58,81115,13,35,100,Yes
2244,Operations,31,68151,3,53,77,No
2245,HR,30,42040,14,43,100,Yes
2246,Marketing,28,69772,7,30,59,No
2247,HR,23,88832,11,36,87,Yes
2248,Sales,44,52916,9,53,77,No
2249,IT,42,69871,14,38,100,Yes
2250,Marketing,44,51372,2,40,38,No
2251,Finance,50,86707,7,53,81,Yes
2252,Sales,35,64080,1,52,45,No
2253,Marketing,47,67722,2,45,42,No
2254,HR,26,54048,6,48,67,No
2255,HR,52,110205,11,31,92,Yes
2256,HR,46,34777,5,44,63,No
2257,HR,52,79711,8,32,60,No
2258,Finance,41,61331,12,33,100,Yes
2259,Sales,38,45968,11,49,100,Yes
2260,Operations,23,78969,2,51,37,No
2261,IT,46,36292,1,57,71,No
2262,Finance,34,65794,7,36,71,No
2263,Finance,49,104459,6,41,78,No
2264,Operations,27,75192,8,33,70,No
2265,Operations,24,52703,11,39,100,Yes
2266,IT,56,109193,13,35,96,Yes
2267,IT,39,94165,14,54,97,Yes
2268,Operations,32,92650,8,59,90,Yes
2269,HR,41,81516,2,51,66,No
2270,Finance,26,116110,14,43,100,Yes
2271,Marketing,40,47257,8,32,70,No
2272,IT,43,108509,6,46,66,No
2273,IT,40,116273,9,40,85,Yes
2274,Operations,37,76672,12,39,98,Yes
2275,Sales,45,88308,7,55,89,Yes
2276,Marketing,25,102583,2,58,73,No
2277,Marketing,36,47113,8,50,91,Yes
2278,IT,46,25694,9,39,81,Yes
2279,HR,56,40588,7,39,63,No
2280,Sales,35,86756,4,32,65,No
2281,Marketing,40,89085,9,53,100,Yes
2282,IT,59,86142,4,55,92,No
2283,Marketing,57,89373,12,44,100,Yes
2284,Sales,28,110603,4,46,49,No
2285,Sales,51,31704,9,56,83,Yes
2286,Finance,40,65136,14,47,100,Yes
2287,Operations,46,92507,8,48,87,Yes
2288,Operations,37,72361,4,48,67,No
2289,IT,29,83847,14,41,100,Yes
2290,Sales,39,36441,8,53,79,No
2291,Finance,49,39677,8,34,90,Yes
2292,Finance,37,52818,7,53,100,Yes
2293,Marketing,40,26868,10,56,92,Yes
2294,Marketing,38,108591,13,45,91,Yes
2295,Finance,34,92264,6,59,88,No
2296,Marketing,28,98168,8,44,96,Yes
2297,Sales,48,37043,7,44,78,No
2298,HR,31,96939,5,56,83,No
2299,Sales,55,40732,12,35,90,Yes
2300,Finance,57,80244,13,60,100,Yes
2301,Finance,46,43526,13,41,100,Yes
2302,Sales,27,34340,4,31,55,No
2303,Marketing,45,47394,14,56,100,Yes
2304,Marketing,39,29102,12,49,92,Yes
2305,Operations,44,44159,2,38,69,No
2306,Finance,27,90092,11,33,71,No
2307,IT,50,31212,8,34,75,No
2308,Operations,46,62405,9,50,93,Yes
2309,Marketing,38,102061,4,55,73,No
2310,Sales,45,119296,4,37,65,No
2311,Marketing,32,80186,5,51,68,No
2312,Sales,47,69239,2,39,44,No
2313,Operations,55,117993,7,36,59,No
2314,Finance,49,35532,5,51,87,No
2315,Marketing,24,104054,6,43,75,No
2316,Sales,32,97012,4,59,85,No
2317,Finance,59,110279,8,59,100,Yes
2318,IT,35,91540,8,34,93,Yes
2319,Sales,47,28271,12,45,100,Yes
2320,Operations,42,70482,5,44,72,No
2321,IT,51,25209,12,34,95,Yes
2322,IT,29,115999,6,32,56,No
2323,HR,41,30539,3,52,74,No
2324,Marketing,53,44977,1,58,70,No
2325,Sales,43,99142,9,39,76,No
2326,IT,28,93684,9,34,86,Yes
2327,HR,30,30607,3,52,77,No
2328,Operations,22,110122,4,44,52,No
2329,Finance,50,119786,13,47,100,Yes
2330,Sales,29,76939,7,54,88,Yes
2331,IT,25,43594,2,37,46,No
2332,Marketing,56,83382,12,60,100,Yes
2333,HR,24,32399,3,50,46,No
2334,IT,28,50117,6,31,53,No
2335,Marketing,48,58617,11,51,97,Yes
2336,IT,22,32498,8,37,80,No
2337,Sales,48,75624,1,52,60,No
2338,Sales,37,34628,4,37,60,No
2339,Sales,59,25329,1,33,24,No
2340,Operations,28,63619,2,59,57,No
2341,Operations,44,32032,8,48,81,Yes
2342,HR,32,73094,6,52,82,No
2343,Sales,54,63034,9,47,88,Yes
2344,Marketing,57,111158,2,59,72,No
2345,IT,58,80264,3,50,74,No
2346,Finance,38,119120,9,58,93,Yes
2347,Marketing,56,72850,9,52,87,Yes
2348,Operations,26,29722,13,30,96,Yes
2349,Operations,53,42772,6,49,78,No
2350,Marketing,24,111105,14,44,100,Yes
2351,Operations,56,66679,3,47,62,No
2352,Sales,35,93771,5,51,93,No
2353,HR,52,29576,2,41,35,No
2354,IT,52,51707,7,30,73,No
2355,HR,38,66632,10,36,87,Yes
2356,IT,45,66476,11,48,88,Yes
2357,IT,44,55285,8,57,76,No
2358,HR,39,49154,6,30,48,No
2359,Marketing,35,45054,8,60,100,Yes
2360,IT,36,42165,2,53,73,No
2361,HR,36,39439,3,36,49,No
2362,IT,27,69518,7,31,62,No
2363,Finance,48,113051,10,36,77,No
2364,Marketing,36,51962,12,48,100,Yes
2365,Sales,57,78934,1,60,60,No
2366,IT,29,62763,7,42,94,Yes
2367,Finance,36,89094,6,54,71,No
2368,Sales,24,44464,8,53,96,Yes
2369,Sales,34,67036,7,34,86,Yes
2370,IT,55,58270,4,52,79,No
2371,HR,45,67299,3,48,51,No
2372,IT,53,110805,3,30,29,No
2373,Finance,53,56541,4,30,52,No
2374,Sales,51,98545,9,60,100,Yes
2375,IT,34,107543,9,56,100,Yes
2376,HR,22,116998,13,47,100,Yes
2377,IT,55,102078,2,53,58,No
2378,Marketing,36,107970,5,30,49,No
2379,HR,35,54765,1,56,47,No
2380,Finance,50,48769,4,57,78,No
2381,Sales,55,113001,2,34,29,No
2382,IT,39,112404,8,38,87,Yes
2383,HR,28,45156,4,41,66,No
2384,Marketing,50,110836,5,38,68,No
2385,HR,52,75481,11,47,88,Yes
2386,Operations,46,38435,4,52,70,No
2387,Marketing,59,94650,5,40,61,No
2388,Finance,35,71336,5,30,56,No
2389,Sales,29,61135,5,48,78,No
2390,Finance,48,98631,11,51,100,Yes
2391,IT,23,62909,3,54,64,No
2392,HR,38,94487,7,39,80,No
2393,Operations,58,46468,3,31,34,No
2394,Marketing,35,117609,2,36,38,No
2395,Marketing,46,72655,3,60,75,No
2396,HR,51,59341,11,49,100,Yes
2397,Operations,50,89182,3,31,36,No
2398,HR,41,76786,8,48,100,Yes
2399,IT,42,93304,4,35,41,No
2400,Finance,43,71514,3,39,69,No
2401,Marketing,56,58979,10,38,99,Yes
2402,IT,58,115887,5,37,47,No
2403,Finance,37,105981,4,55,58,No
2404,IT,38,80107,9,59,100,Yes
2405,Operations,37,26160,8,40,76,No
2406,Marketing,23,112897,11,38,82,Yes
2407,HR,25,97577,7,49,100,Yes
2408,HR,42,109303,8,57,85,Yes
2409,Finance,55,35846,13,49,100,Yes
2410,Sales,51,44924,5,60,78,No
2411,Operations,27,38882,4,38,30,No
2412,Finance,38,105274,7,37,72,No
2413,Sales,46,111555,1,57,52,No
2414,IT,26,26095,6,44,82,No
2415,Operations,26,65983,8,31,80,No
2416,IT,41,39123,7,53,90,Yes
2417,Marketing,37,118668,2,30,42,No
2418,Operations,58,91615,14,38,100,Yes
2419,Sales,30,70278,13,38,95,Yes
2420,Marketing,26,115290,14,42,100,Yes
2421,HR,23,76999,7,60,100,Yes
2422,Sales,30,56153,13,37,100,Yes
2423,Finance,57,43344,6,56,88,No
2424,HR,43,62656,13,50,100,Yes
2425,HR,43,95515,5,34,58,No
2426,Finance,43,26212,4,58,79,No
2427,Operations,55,34001,1,32,42,No
2428,HR,50,103784,13,50,94,Yes
2429,Sales,59,106144,2,33,52,No
2430,Marketing,54,61427,7,46,89,Yes
2431,HR,39,56368,10,45,87,Yes
2432,Sales,28,95819,3,45,72,No
2433,IT,22,86160,5,54,56,No
2434,Sales,54,50854,8,60,100,Yes
2435,Marketing,22,35715,13,55,100,Yes
2436,Sales,45,106701,13,59,100,Yes
2437,Finance,25,83784,8,49,89,Yes
2438,Marketing,25,51797,6,32,67,No
2439,Operations,39,72573,5,35,41,No
2440,IT,48,101120,13,30,100,Yes
2441,Finance,53,39780,2,50,55,No
2442,Operations,54,62905,9,45,100,Yes
2443,Sales,49,46573,1,44,55,No
2444,Marketing,57,58359,11,36,86,Yes
2445,IT,27,91062,2,31,40,No
2446,Finance,37,98391,13,39,100,Yes
2447,Operations,55,68463,1,54,75,No
2448,Operations,44,41571,12,57,100,Yes
2449,IT,45,44142,4,44,59,No
2450,Sales,34,50104,4,35,39,No
2451,IT,39,33625,5,31,57,No
2452,Operations,34,64199,5,53,71,No
2453,HR,58,40926,8,53,87,Yes
2454,Finance,38,56218,11,46,100,Yes
2455,IT,36,69472,11,57,100,Yes
2456,Operations,39,116916,3,30,43,No
2457,Sales,44,45566,6,30,55,No
2458,Operations,51,81125,12,57,100,Yes
2459,Sales,55,58205,13,33,100,Yes
2460,IT,25,54717,12,49,91,Yes
2461,Sales,24,74984,3,45,66,No
2462,Marketing,28,50135,13,37,100,Yes
2463,Marketing,39,53164,2,30,50,No
2464,Marketing,28,99489,8,55,95,Yes
2465,HR,27,63562,1,48,41,No
2466,IT,43,94110,9,40,98,Yes
2467,Operations,22,45169,11,46,100,Yes
2468,Operations,25,84858,7,54,73,No
2469,HR,50,46604,12,39,95,Yes
2470,Sales,42,114670,10,41,78,No
2471,HR,47,113738,13,38,74,No
2472,Sales,35,25684,12,36,83,Yes
2473,Sales,30,33007,11,58,100,Yes
2474,Finance,33,66787,4,41,66,No
2475,Operations,27,74582,3,44,55,No
2476,Marketing,41,99791,6,37,80,No
2477,Sales,45,108629,9,46,100,Yes
2478,Finance,48,30782,9,34,77,No
2479,Operations,59,91770,4,60,77,No
2480,Marketing,29,82645,10,43,96,Yes
2481,Sales,22,56996,5,31,55,No
2482,Sales,45,54204,11,45,85,Yes
2483,HR,28,42152,13,58,100,Yes
2484,HR,40,80186,9,46,97,Yes
2485,Operations,43,115555,2,32,55,No
2486,Marketing,56,110024,2,52,71,No
2487,Sales,51,44689,5,30,58,No
2488,Operations,50,75690,1,56,75,No
2489,Operations,43,119042,8,47,91,Yes
2490,IT,32,108251,5,47,71,No
2491,HR,41,82320,12,33,100,Yes
2492,Marketing,50,89226,10,44,100,Yes
2493,Sales,55,81091,2,57,80,No
2494,Operations,22,104301,12,48,96,Yes
2495,Sales,52,46942,9,48,84,Yes
2496,IT,51,63712,2,39,40,No
2497,Marketing,39,90277,7,34,70,No
2498,Operations,38,74632,8,48,100,Yes
2499,Sales,59,63031,14,40,98,Yes
2500,HR,35,45478,6,36,75,No
2501,IT,44,47551,14,34,91,Yes
2502,Marketing,46,73068,11,49,100,Yes
2503,IT,36,118608,7,41,60,No
2504,HR,43,60561,11,48,100,Yes
2505,Marketing,24,27892,1,44,57,No
2506,IT,40,49395,4,41,67,No
2507,Finance,55,43756,13,33,89,Yes
2508,HR,56,112710,7,59,83,Yes
2509,HR,22,59651,1,60,77,No
2510,HR,42,91333,13,41,100,Yes
2511,Finance,50,98745,1,47,62,No
2512,Finance,27,74306,11,46,100,Yes
2513,Sales,58,46346,6,48,62,No
2514,Operations,22,53024,4,45,49,No
2515,IT,22,119950,3,40,48,No
2516,Sales,48,65818,12,31,86,Yes
2517,IT,42,30947,5,45,64,No
2518,Operations,37,100153,9,30,77,No
2519,Finance,47,111240,10,46,100,Yes
2520,Operations,37,119238,10,47,94,Yes
2521,Finance,49,92428,12,58,100,Yes
2522,Operations,22,54754,14,58,100,Yes
2523,Sales,57,88355,14,54,100,Yes
2524,Marketing,31,83241,12,58,100,Yes
2525,Sales,38,93960,11,42,93,Yes
2526,IT,44,38418,10,34,87,Yes
2527,Sales,28,113593,3,54,58,No
2528,HR,28,80184,5,53,85,No
2529,IT,36,29833,10,58,100,Yes
2530,Operations,55,100430,5,56,73,No
2531,IT,25,66833,9,35,85,Yes
2532,Marketing,35,25565,11,30,77,No
2533,Finance,35,65180,12,39,91,Yes
2534,Operations,37,43402,10,34,71,No
2535,IT,28,67845,11,57,94,Yes
2536,Operations,53,100851,4,30,55,No
2537,Operations,40,37834,1,52,68,No
2538,Operations,23,92850,10,55,100,Yes
2539,Finance,31,62180,5,59,76,No
2540,Sales,38,28883,1,40,26,No
2541,Operations,58,100587,6,53,61,No
2542,HR,33,36695,12,53,100,Yes
2543,Marketing,27,48123,10,36,66,No
2544,Finance,43,83481,10,47,85,Yes
2545,IT,53,98438,7,50,87,Yes
2546,Finance,41,42573,1,49,54,No
2547,IT,22,119910,10,50,100,Yes
2548,Finance,27,81494,4,39,59,No
2549,IT,40,37288,9,54,95,Yes
2550,Operations,39,71978,13,44,97,Yes
2551,Sales,27,97420,1,33,31,No
2552,IT,54,101095,9,45,87,Yes
2553,IT,44,79672,8,44,65,No
2554,HR,44,86821,5,44,61,No
2555,IT,47,108661,6,41,67,No
2556,HR,34,94224,7,37,65,No
2557,Marketing,28,114405,4,37,53,No
2558,Operations,36,79796,14,47,100,Yes
2559,HR,48,69706,14,59,100,Yes
2560,Sales,47,29023,6,35,80,No
2561,Operations,54,107636,7,34,53,No
2562,HR,36,61735,11,31,81,Yes
2563,Operations,57,97959,6,41,83,No
2564,Operations,48,64218,11,55,92,Yes
2565,Operations,26,37213,13,33,86,Yes
2566,Marketing,23,53460,12,52,100,Yes
2567,Sales,54,89680,6,42,92,No
2568,Finance,37,56017,2,46,46,No
2569,Finance,44,117038,5,60,95,No
2570,HR,59,55990,3,45,59,No
2571,Operations,37,44515,7,38,61,No
2572,HR,35,54991,4,55,100,No
2573,Marketing,50,32634,1,57,63,No
2574,Marketing,47,102034,12,30,93,Yes
2575,IT,56,101452,12,44,100,Yes
2576,Marketing,36,54377,6,41,75,No
2577,IT,24,58001,6,34,85,No
2578,Sales,44,26391,7,52,100,Yes
2579,HR,50,90206,11,53,98,Yes
2580,Sales,55,67215,8,47,100,Yes
2581,Marketing,54,104720,3,49,56,No
2582,Sales,44,52114,14,31,100,Yes
2583,Sales,28,36882,6,33,48,No
2584,Sales,24,42273,10,44,100,Yes
2585,Marketing,53,70647,2,35,41,No
2586,Operations,52,107665,13,51,100,Yes
2587,Sales,39,89892,14,41,100,Yes
2588,IT,28,67679,9,58,100,Yes
2589,Marketing,22,25427,2,47,71,No
2590,Sales,35,91267,3,56,55,No
2591,Operations,53,25799,12,49,100,Yes
2592,Marketing,27,80659,13,33,94,Yes
2593,Finance,31,119409,10,59,100,Yes
2594,Operations,28,32025,12,30,96,Yes
2595,IT,47,39481,12,44,100,Yes
2596,Sales,55,50411,2,59,69,No
2597,Finance,51,39961,9,47,91,Yes
2598,Finance,57,46767,1,43,41,No
2599,Marketing,42,76690,5,32,46,No
2600,Finance,38,77870,1,58,59,No
2601,IT,54,61135,5,44,80,No
2602,IT,31,89514,8,56,82,Yes
2603,HR,33,111928,8,34,87,Yes
2604,IT,37,103798,11,56,100,Yes
2605,Operations,53,95765,8,53,100,Yes
2606,Finance,36,48772,2,60,78,No
2607,IT,48,43799,8,51,100,Yes
2608,Marketing,49,48555,12,32,92,Yes
2609,HR,38,117152,5,51,76,No
2610,Finance,23,44333,1,36,49,No
2611,HR,57,29261,7,35,59,No
2612,Finance,28,94002,13,55,100,Yes
2613,Marketing,34,71553,6,51,76,No
2614,HR,36,28088,5,30,57,No
2615,Sales,46,70783,1,48,72,No
2616,Operations,44,26115,14,36,100,Yes
2617,Operations,43,95114,14,33,100,Yes
2618,Finance,47,93126,1,41,51,No
2619,Sales,54,97908,6,49,74,No
2620,HR,32,94109,10,52,100,Yes
2621,Sales,31,27978,12,54,100,Yes
2622,Sales,46,34422,7,59,96,Yes
2623,HR,58,68626,10,56,92,Yes
2624,Marketing,59,114233,10,58,92,Yes
2625,Sales,45,81174,1,58,68,No
2626,Sales,54,62743,9,60,100,Yes
2627,Marketing,38,95461,4,47,86,No
2628,Sales,45,82199,5,38,54,No
2629,Sales,58,54430,2,48,72,No
2630,Sales,23,53834,14,51,100,Yes
2631,Operations,53,49435,12,33,88,Yes
2632,IT,45,112212,10,30,93,Yes
2633,Marketing,30,80797,13,38,100,Yes
2634,Sales,25,68554,8,56,100,Yes
2635,Operations,38,79555,14,44,100,Yes
2636,Marketing,38,110350,2,51,72,No
2637,Finance,51,39716,3,37,30,No
2638,Finance,32,85261,12,44,100,Yes
2639,Sales,42,52528,9,44,73,No
2640,Operations,42,26995,2,47,58,No
2641,Operations,39,47414,14,36,100,Yes
2642,Marketing,50,38844,6,51,75,No
2643,Marketing,45,61659,12,47,96,Yes
2644,Operations,31,40522,4,45,59,No
2645,Marketing,38,99034,7,31,62,No
2646,Operations,39,67322,14,33,100,Yes
2647,IT,41,92638,14,49,100,Yes
2648,Operations,58,33524,6,45,80,No
2649,Finance,39,55846,10,32,78,No
2650,Marketing,38,98643,14,53,100,Yes
2651,Operations,30,85096,9,59,100,Yes
2652,Operations,35,108804,14,52,100,Yes
2653,Marketing,50,72703,9,31,72,No
2654,IT,52,49399,10,32,100,Yes
2655,IT,25,100160,4,55,79,No
2656,Marketing,39,117662,1,54,75,No
2657,HR,41,113667,2,58,61,No
2658,Marketing,30,73591,8,34,69,No
2659,Marketing,34,45714,14,31,98,Yes
2660,IT,36,60877,10,48,100,Yes
2661,IT,48,109106,8,53,90,Yes
2662,Marketing,36,103018,14,49,100,Yes
2663,Marketing,49,84136,2,59,82,No
2664,Marketing,58,58414,4,31,51,No
2665,IT,40,111576,1,31,33,No
2666,Marketing,47,103943,7,51,79,No
2667,Marketing,47,70468,4,53,77,No
2668,Sales,46,104702,11,52,100,Yes
2669,HR,47,97108,14,49,100,Yes
2670,Finance,47,117508,8,47,82,Yes
2671,HR,49,71835,9,54,89,Yes
2672,Sales,39,88333,12,49,68,No
2673,Finance,53,67464,9,54,89,Yes
2674,Marketing,24,47923,3,50,61,No
2675,Sales,23,86855,5,43,67,No
2676,Marketing,54,92445,6,57,84,No
2677,IT,40,92619,6,44,100,No
2678,Operations,38,71146,10,41,95,Yes
2679,Sales,54,85032,8,40,67,No
2680,IT,33,42140,6,40,76,No
2681,Sales,24,27670,6,59,92,No
2682,Sales,47,61519,4,36,45,No
2683,IT,56,69512,7,41,78,No
2684,Finance,29,82811,14,45,100,Yes
2685,HR,57,39691,14,34,100,Yes
2686,Marketing,28,59262,8,60,82,Yes
2687,Sales,57,79892,3,31,52,No
2688,Marketing,37,50595,7,51,100,Yes
2689,Operations,45,82207,3,45,78,No
2690,IT,22,58440,8,52,79,No
2691,Marketing,46,33630,1,59,62,No
2692,IT,31,56250,1,44,48,No
2693,Marketing,37,119334,14,40,100,Yes
2694,HR,37,102518,6,58,86,No
2695,HR,29,99191,10,35,77,No
2696,HR,50,89791,9,42,89,Yes
2697,HR,49,109118,12,59,100,Yes
2698,HR,27,88753,14,48,100,Yes
2699,HR,37,85520,4,39,50,No
2700,IT,41,29008,6,53,72,No
2701,Sales,37,69464,12,48,100,Yes
2702,Marketing,28,25496,5,59,100,No
2703,HR,35,48212,12,34,100,Yes
2704,IT,47,45637,1,54,58,No
2705,IT,47,70227,6,56,96,No
2706,IT,35,107413,9,50,88,Yes
2707,Sales,28,108346,12,60,100,Yes
2708,Marketing,54,34884,3,36,45,No
2709,Sales,47,93259,11,40,100,Yes
2710,Finance,41,74810,3,43,69,No
2711,IT,24,29761,14,52,100,Yes
2712,Finance,25,98166,2,50,57,No
2713,Operations,47,41375,13,45,100,Yes
2714,HR,32,50218,4,47,72,No
2715,HR,23,55565,10,50,100,Yes
2716,Sales,35,57975,3,52,70,No
2717,Marketing,51,52073,12,52,100,Yes
2718,Finance,33,94726,2,33,41,No
2719,Marketing,47,26883,1,30,34,No
2720,Sales,54,93422,3,51,45,No
2721,HR,34,74629,10,58,100,Yes
2722,Marketing,35,89170,6,44,76,No
2723,Marketing,45,99489,9,43,80,No
2724,HR,55,33381,11,48,92,Yes
2725,Finance,47,48238,5,56,62,No
2726,HR,42,38795,3,34,43,No
2727,Marketing,49,87999,14,33,100,Yes
2728,Finance,57,74907,5,60,70,No
2729,Finance,23,34638,5,42,74,No
2730,HR,30,95467,5,47,80,No
